_module,_source_file,VALUE,QUANTITY,DETAILS
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,220k,3,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,240k,1,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,330k,1,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,1M,1,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,1M5,1,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,LL4148 diodes,3,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,BC847,2,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,TL074,1,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,LDR,4,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,LED,1,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,100k (B) pot,6,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,Eurorack 10 pin power connector,1,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,"Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not",2,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,3.5MM SOCKET Kobiconn style,8,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,10 Pin 2.54mm Single Row Pin Header Strip,5,
Noiro-ze,noiro-ze_vcf_vca_build_and_bom.pdf,10 Pin 2.54mm Single Row Female Pin Header,5,
OTA VCO Build Guide,ota+vco+build+guide.pdf,10R,2,
OTA VCO Build Guide,ota+vco+build+guide.pdf,220R,2,
OTA VCO Build Guide,ota+vco+build+guide.pdf,1k,2,
OTA VCO Build Guide,ota+vco+build+guide.pdf,1k tempco,2,
OTA VCO Build Guide,ota+vco+build+guide.pdf,3k3,4,
OTA VCO Build Guide,ota+vco+build+guide.pdf,7k5,2,
OTA VCO Build Guide,ota+vco+build+guide.pdf,10k,10,
OTA VCO Build Guide,ota+vco+build+guide.pdf,15k,2,
OTA VCO Build Guide,ota+vco+build+guide.pdf,24k,2,
OTA VCO Build Guide,ota+vco+build+guide.pdf,39k (replace 33k on PCB),2,
OTA VCO Build Guide,ota+vco+build+guide.pdf,56k,2,
OTA VCO Build Guide,ota+vco+build+guide.pdf,91k,2,
OTA VCO Build Guide,ota+vco+build+guide.pdf,100k,20,
OTA VCO Build Guide,ota+vco+build+guide.pdf,2M2,2,
A Plague of Demons,plague_of_demons_build_bom.pdf,100p,2,"Designators: C1, C4 | 0805"
A Plague of Demons,plague_of_demons_build_bom.pdf,1n,1,"Designators: C2 | 0805 OR thru-hole (NOT BOTH). This is the timing cap, use a good one."
A Plague of Demons,plague_of_demons_build_bom.pdf,1u,1,Designators: C3 | 0805
A Plague of Demons,plague_of_demons_build_bom.pdf,10uF 25V (or 35V),1,"Designators: C5, C6, C7 | 0805 Mouser: 963-TMK212BBJ106MG-T"
A Plague of Demons,plague_of_demons_build_bom.pdf,100nF,1,"Designators: C8, C9, C10, C11, C12, C13 | 0805"
A Plague of Demons,plague_of_demons_build_bom.pdf,LL4148,6,"Designators: D1, D2, D3, D4, D7, D8 | Mouser: 512-LL4148"
A Plague of Demons,plague_of_demons_build_bom.pdf,S1JL or similar,1,"Designators: D5, D6 | Mouser: 821-S1JL"
A Plague of Demons,plague_of_demons_build_bom.pdf,BCM857DS,1,Designators: Q1 | SOT23-6 or SOT457 Mouser: 771-BCM857DS-T/R
A Plague of Demons,plague_of_demons_build_bom.pdf,BC857,1,Designators: Q2 | SOT23 Tayda: A-1345
A Plague of Demons,plague_of_demons_build_bom.pdf,MMBFJ108 or similar,1,Designators: Q3 | SOT23 Mouser: 512-MMBFJ108
A Plague of Demons,plague_of_demons_build_bom.pdf,100k,16,"Designators: R1, R2, R10, R11, R12, R14, R15, R16, R17, R18, R19, R20, R21, R22, R25, R26 | 0805"
A Plague of Demons,plague_of_demons_build_bom.pdf,91k,1,Designators: R3 | 0805
A Plague of Demons,plague_of_demons_build_bom.pdf,33k,2,"Designators: R4, R29 | 0805"
A Plague of Demons,plague_of_demons_build_bom.pdf,56k,1,Designators: R5 | 0805
A Plague of Demons,plague_of_demons_build_bom.pdf,1k Tempco,1,"Designators: R6 | thru-hole. Soldered across Q1, add heatsink"
A Plague of Demons,plague_of_demons_build_bom.pdf,10k,3,"Designators: R7, R27, R28 | 0805"
A Plague of Demons,plague_of_demons_build_bom.pdf,1M5,2,"Designators: R8, R9 | 0805"
A Plague of Demons,plague_of_demons_build_bom.pdf,120k,1,Designators: R13 | 0805
A Plague of Demons,plague_of_demons_build_bom.pdf,390R,2,"Designators: R23, R24 | 0805"
A Plague of Demons,plague_of_demons_build_bom.pdf,trimpot multi-turn 20k,1,Tayda: A-592
A Plague of Demons,plague_of_demons_build_bom.pdf,trimpot multi-turn 100k,1,Tayda: A-587
A Plague of Demons,plague_of_demons_build_bom.pdf,trimpot 100k,1,Tayda: A-2506
A Plague of Demons,plague_of_demons_build_bom.pdf,panel pot 100k,8,Tayda: A-1848
A Plague of Demons,plague_of_demons_build_bom.pdf,3.5mm jacks (Kobiconn style),11,Tayda: A-865 or Modular Addict: PJ301M-12
A Plague of Demons,plague_of_demons_build_bom.pdf,100k,25,
A Plague of Demons,plague_of_demons_build_bom.pdf,1M,2,
A Plague of Demons,plague_of_demons_build_bom.pdf,300k,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,9k1,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,10k,8,
A Plague of Demons,plague_of_demons_build_bom.pdf,1M5,2,
A Plague of Demons,plague_of_demons_build_bom.pdf,33k,2,
A Plague of Demons,plague_of_demons_build_bom.pdf,91k,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,1k,4,
A Plague of Demons,plague_of_demons_build_bom.pdf,2k2,5,
A Plague of Demons,plague_of_demons_build_bom.pdf,390R,2,
A Plague of Demons,plague_of_demons_build_bom.pdf,100pF,2,
A Plague of Demons,plague_of_demons_build_bom.pdf,12k,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,22k,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,470R,2,
A Plague of Demons,plague_of_demons_build_bom.pdf,1nF,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,120k,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,220k,2,
A Plague of Demons,plague_of_demons_build_bom.pdf,47k,4,
A Plague of Demons,plague_of_demons_build_bom.pdf,100nF,6,
A Plague of Demons,plague_of_demons_build_bom.pdf,150k,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,2M2,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,51k,3,
A Plague of Demons,plague_of_demons_build_bom.pdf,1uF,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,180k,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,30k,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,56k,1,
A Plague of Demons,plague_of_demons_build_bom.pdf,10uF,2,
Serious Filter,serious+filter+build+&+BOM.pdf,10R,2,thru-hole
Serious Filter,serious+filter+build+&+BOM.pdf,100pF (101),2,0805
Serious Filter,serious+filter+build+&+BOM.pdf,100R,4,0805
Serious Filter,serious+filter+build+&+BOM.pdf,100nF (104),4,0805
Serious Filter,serious+filter+build+&+BOM.pdf,470R,1,0805
Serious Filter,serious+filter+build+&+BOM.pdf,220nF (224),1,0805
Serious Filter,serious+filter+build+&+BOM.pdf,1k (1),2,0805
Serious Filter,serious+filter+build+&+BOM.pdf,1nF (102),2,"thru-hole, 4.5mm lead spacing"
Serious Filter,serious+filter+build+&+BOM.pdf,2k2,2,0805
Serious Filter,serious+filter+build+&+BOM.pdf,10uF,2,"thru-hole, 4.5mm lead spacing"
Serious Filter,serious+filter+build+&+BOM.pdf,2k7,1,0805
Serious Filter,serious+filter+build+&+BOM.pdf,8k2,1,0805
Serious Filter,serious+filter+build+&+BOM.pdf,1N4148 diode,5,thru-hole
Serious Filter,serious+filter+build+&+BOM.pdf,12k,1,0805
Serious Filter,serious+filter+build+&+BOM.pdf,"BC857 (3,6)",2,PNP SOT-23
Serious Filter,serious+filter+build+&+BOM.pdf,15k,1,0805
Serious Filter,serious+filter+build+&+BOM.pdf,"BC847 (4,5,7,8)",4,NPN SOT-23
Serious Filter,serious+filter+build+&+BOM.pdf,27k,1,0805
Serious Filter,serious+filter+build+&+BOM.pdf,J310 or similar (gsd),2,JFET SOT-23
Serious Filter,serious+filter+build+&+BOM.pdf,33k,2,0805
Serious Filter,serious+filter+build+&+BOM.pdf,56k,2,0805
Serious Filter,serious+filter+build+&+BOM.pdf,TL072,2,SOIC 0.050 pitch
Serious Filter,serious+filter+build+&+BOM.pdf,62k,2,0805
Serious Filter,serious+filter+build+&+BOM.pdf,LM13700,1,DIP
Serious Filter,serious+filter+build+&+BOM.pdf,100k (c),10,0805
Serious Filter,serious+filter+build+&+BOM.pdf,150k,2,0805
Serious Filter,serious+filter+build+&+BOM.pdf,10 pin Eurorack power connector,1,
Serious Filter,serious+filter+build+&+BOM.pdf,200k,1,0805
Serious Filter,serious+filter+build+&+BOM.pdf,100k pot,4,
Serious Filter,serious+filter+build+&+BOM.pdf,470k,1,0805
Serious Filter,serious+filter+build+&+BOM.pdf,100k trimpot,1,
Serious Filter,serious+filter+build+&+BOM.pdf,50k trimpot,1,
Serious Filter,serious+filter+build+&+BOM.pdf,kobiconn style socket,6,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,33pF,1,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,330pF,1,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,10nF,8,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,100nF (104),2,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,1μF,2,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,10μF,4,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,47R,3,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,100R,1,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,1k,4,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,22k,17,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,39k,2,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,100k,12,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,200k,2,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,470k,2,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,1M,3,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,LL4148 diodes,3,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,LM348,3,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,TL074,1,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,1M trimpot,2,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,GL5516 LDR,8,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,LED,1,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,100k pot,6,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,Eurorack 10 pin power connector,1,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,"Schottky, power rectifier or 10R, optional - for reverse voltage protection",2,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,3.5MM SOCKET Kobiconn style,8,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,10 Pin 2.54mm Single Row Pin Header Strip,5,
Shat-noir Phaser,shat-noir_phaser_build_and_bom.pdf,10 Pin 2.54mm Single Row Female Pin Header,5,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,1M pot,2,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,100k pot,1,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,3.5mm jack,11,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,3mm LED,4,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,LL4148 diodes,6,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,TL074,3,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,S1JL or similar,2,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,Eurorack power connector,1,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,10uF,2,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,CAP,4,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,470R,2,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,1k,8,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,2k2,1,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,10k,8,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,100k,13,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,220k,1,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,680k,1,
Signum Hyperchaos,signum_hyperchaos_build_and_bom.pdf,1M,1,
Sloth Chaos,sloth_chaos2.pdf,100k,1,"Designator: R1, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1M,1,"Designator: R1, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,1M,1,"Designator: R1, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,750k,1,"Designator: R1, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,100k,1,"Designator: R2, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,100k,1,"Designator: R2, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,680k,1,"Designator: R2, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,680k,1,"Designator: R2, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1k,1,"Designator: R3, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1k,1,"Designator: R3, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,1k,1,"Designator: R3, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1k,1,"Designator: R3, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1k,1,"Designator: R4, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,4k7,1,"Designator: R4, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,4k7,1,"Designator: R4, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,4k7,1,"Designator: R4, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,100k,1,"Designator: R5, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,150k,1,"Designator: R5, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,910k,1,"Designator: R5, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,910k,1,"Designator: R5, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1M,1,"Designator: R6, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,6M8,1,"Designator: R6, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,6M8,1,"Designator: R6, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,6M8,1,"Designator: R6, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,4M7,1,"Designator: R7, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10M,1,"Designator: R7, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,10M,1,"Designator: R7, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10M,1,"Designator: R7, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,RL – suit LED (330R – 10k),1,"Designator: R8, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,RL – suit LED (330R – 10k),1,"Designator: R8, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,RL – suit LED (330R-10k),1,"Designator: R8, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,RL – suit LED (330R-10k),1,"Designator: R8, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,100k,1,"Designator: R9, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1M,1,"Designator: R9, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,1M,1,"Designator: R9, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,680k,1,"Designator: R9, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,91k,1,"Designator: R10, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1M,1,"Designator: R10, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,820k,1,"Designator: R10, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,680k,1,"Designator: R10, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10R,1,"Designator: R11, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10R,1,"Designator: R11, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,10R,1,"Designator: R11, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10R,1,"Designator: R11, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10R,1,"Designator: R12, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10R,1,"Designator: R12, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,10R,1,"Designator: R12, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10R,1,"Designator: R12, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,-,1,"Designator: R13, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,4k7 – see notes,1,"Designator: R13, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,4k7 – see notes,1,"Designator: R13, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,4k7 – see notes,1,"Designator: R13, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,100uF,1,"Designator: C1, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,100uF,1,"Designator: C1, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,1000uF,1,"Designator: C1, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,4700uF,1,"Designator: C1, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,100uF,1,"Designator: C2, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,100uF,1,"Designator: C2, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,1000uF,1,"Designator: C2, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,4700uF,1,"Designator: C2, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1uF (mcc or BP/NP electro),1,"Designator: C3, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1uF (mcc or BP/NP electro),1,"Designator: C3, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,10uF BP (non- polarized),1,"Designator: C3, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,47uF BP or NP,1,"Designator: C3, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1uF (mcc or BP/NP electro),1,"Designator: C4, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1uF (mcc or BP/NP electro),1,"Designator: C4, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,10uF BP,1,"Designator: C4, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,47uF BP or NP,1,"Designator: C4, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1uF (mcc or BP/NP electro),1,"Designator: C5, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,1uF (mcc or BP/NP electro),1,"Designator: C5, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,10uf BP,1,"Designator: C5, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,47uF BP or NP,1,"Designator: C5, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10uF,1,"Designator: C6, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10uF,1,"Designator: C6, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,10uF,1,"Designator: C6, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10uF,1,"Designator: C6, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10uF,1,"Designator: C7, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10uF,1,"Designator: C7, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,10uF,1,"Designator: C7, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10uF,1,"Designator: C7, Variant: Stasis SLOTH"
Sloth Chaos,sloth_chaos2.pdf,TL074,1,"Designator: IC, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,TL074,1,"Designator: IC, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,TL074,1,"Designator: IC, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,must be 2 pin bipolar,1,"Designator: LED, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,must be 2 pin bipolar,1,"Designator: LED, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,must be 2 pin bipolar,1,"Designator: LED, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10kB,1,"Designator: P1, Variant: SLOTH"
Sloth Chaos,sloth_chaos2.pdf,10kB,1,"Designator: P1, Variant: Apathy (1 min)"
Sloth Chaos,sloth_chaos2.pdf,250kB,1,"Designator: P1, Variant: Super SLOTH"
Sloth Chaos,sloth_chaos2.pdf,100kB – 250kB,1,"Designator: P1, Variant: Stasis SLOTH"
Sloth DK,sloth_dk_build_and_bom.pdf,10uF,2.0,"0805, min 25V rating"
Sloth DK,sloth_dk_build_and_bom.pdf,220uF,2.0,Tayda: A-4503
Sloth DK,sloth_dk_build_and_bom.pdf,470uF,2.0,Tayda: A-1065
Sloth DK,sloth_dk_build_and_bom.pdf,10000uF,2.0,"Must be 18mm diameter, at least 16V rating Tayda: A-2928"
Sloth DK,sloth_dk_build_and_bom.pdf,1k,3.0,0805
Sloth DK,sloth_dk_build_and_bom.pdf,RL,1.0,"0805 (usually 1k for red/green LEDs, 4k7 for blue/red LEDs)"
Sloth DK,sloth_dk_build_and_bom.pdf,100k,10.0,0805
Sloth DK,sloth_dk_build_and_bom.pdf,120k,1.0,0805
Sloth DK,sloth_dk_build_and_bom.pdf,1M2,3.0,0805
Sloth DK,sloth_dk_build_and_bom.pdf,10M,5.0,0805
Sloth DK,sloth_dk_build_and_bom.pdf,TL072 or TL082,2.0,"Soic, Tayda: A-1139"
Sloth DK,sloth_dk_build_and_bom.pdf,TL074 or TL084,1.0,Soic Tayda: A-1137 or A-1140
Sloth DK,sloth_dk_build_and_bom.pdf,Eurorack 10 pin power connector,1.0,Tayda: A-198 cut to size
Sloth DK,sloth_dk_build_and_bom.pdf,"Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not. BAT54GWX",2.0,"SMD, Schottky dot on PCB indicates CATHODE (stripe on component) Mouser: 841-BAT54GWX"
Sloth DK,sloth_dk_build_and_bom.pdf,3.5MM SOCKET Kobiconn style,3.0,"Tayda: A-2563 or Synthcube, Modular addict and Thonk"
Sloth DK,sloth_dk_build_and_bom.pdf,Bi-polar 2 pin LED,1.0,5mmTayda: A-1050 or get blue/red off ebay
Sloth DK,sloth_dk_build_and_bom.pdf,100k pot,1.0,"Tayda: A-1848 or Synthcube, Modular addict and Thonk"
Sly Grogan,sly_grogan_build_bom.pdf,TL074,1,"SOIC, A-1137"
Sly Grogan,sly_grogan_build_bom.pdf,220Ω,3,0805
Sly Grogan,sly_grogan_build_bom.pdf,TL072,2,"SOIC, A-1136"
Sly Grogan,sly_grogan_build_bom.pdf,1k,3,0805
Sly Grogan,sly_grogan_build_bom.pdf,LM13700,2,SOIC
Sly Grogan,sly_grogan_build_bom.pdf,10k,4,0805
Sly Grogan,sly_grogan_build_bom.pdf,LL4148,3,
Sly Grogan,sly_grogan_build_bom.pdf,22k,1,0805
Sly Grogan,sly_grogan_build_bom.pdf,S1JL or similar rectifier diode,2,2 pin sub SMA: SOD123
Sly Grogan,sly_grogan_build_bom.pdf,33k,2,0805
Sly Grogan,sly_grogan_build_bom.pdf,2.7V – 3V zener,1,thru-hole
Sly Grogan,sly_grogan_build_bom.pdf,47k,4,0805
Sly Grogan,sly_grogan_build_bom.pdf,10 pin header,1,A-198
Sly Grogan,sly_grogan_build_bom.pdf,51k,1,0805
Sly Grogan,sly_grogan_build_bom.pdf,100k pots,5,A-1848
Sly Grogan,sly_grogan_build_bom.pdf,100k,15,0805
Sly Grogan,sly_grogan_build_bom.pdf,jacks,8,A-865
Sly Grogan,sly_grogan_build_bom.pdf,120k,1,0805 *see mod
Sly Grogan,sly_grogan_build_bom.pdf,3mm LED,1,3mm
Sly Grogan,sly_grogan_build_bom.pdf,150k,1,0805
Sly Grogan,sly_grogan_build_bom.pdf,100k trimpot,1,A-2506
Sly Grogan,sly_grogan_build_bom.pdf,220k,1,0805 *see mod
Sly Grogan,sly_grogan_build_bom.pdf,10uF 25V,2,0805
Sly Grogan,sly_grogan_build_bom.pdf,22nF,2,0805
Sly Grogan,sly_grogan_build_bom.pdf,10pF,1,0805
Spasm,spasm_build_and_bom.pdf,CAP,3,
Spasm,spasm_build_and_bom.pdf,10μF,2,
Spasm,spasm_build_and_bom.pdf,RL,1,
Spasm,spasm_build_and_bom.pdf,RLbox,1,
Spasm,spasm_build_and_bom.pdf,1k,4,
Spasm,spasm_build_and_bom.pdf,100k,4,
Spasm,spasm_build_and_bom.pdf,330k,2,
Spasm,spasm_build_and_bom.pdf,TL072 or TL082,3,
Spasm,spasm_build_and_bom.pdf,LL4148 diodes,2,
Spasm,spasm_build_and_bom.pdf,light dependent resistor (LDR),7,
Spasm,spasm_build_and_bom.pdf,LED for vactrol box,1,
Spasm,spasm_build_and_bom.pdf,LED for panel,1,
Spasm,spasm_build_and_bom.pdf,100k (B) pot,3,
Spasm,spasm_build_and_bom.pdf,100k – 1M pot (A or B...whatever you have),1,
Spasm,spasm_build_and_bom.pdf,Eurorack 10 pin power connector,1,
Spasm,spasm_build_and_bom.pdf,"Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not",2,
Spasm,spasm_build_and_bom.pdf,3.5MM SOCKET Kobiconn style,6,
Spasm,spasm_build_and_bom.pdf,10 Pin 2.54mm Single Row Pin Header Strip,5,
Spasm,spasm_build_and_bom.pdf,10 Pin 2.54mm Single Row Female Pin Header,5,
Splosh,splosh_build_and_bom.pdf,10μF,3,
Splosh,splosh_build_and_bom.pdf,1k,16,
Splosh,splosh_build_and_bom.pdf,10k,16,
Splosh,splosh_build_and_bom.pdf,100k,60,
Splosh,splosh_build_and_bom.pdf,LL4148 diodes,16,
Splosh,splosh_build_and_bom.pdf,TL072 or TL082,4,
Splosh,splosh_build_and_bom.pdf,3mm LED,16,
Splosh,splosh_build_and_bom.pdf,Eurorack 10 pin power connector,1,
Splosh,splosh_build_and_bom.pdf,"1N400x or S1JL or similar, optional - for reverse voltage protection",2,
